Date,Package,Title
8/17/21,LREP,Estimate and Test Exponential vs. Pareto Distributions
8/17/21,miRecSurv,Left-Censored Recurrent Events Survival Models
8/17/21,ModelMatrixModel,Create Model Matrix and Save the Transforming Parameters
8/17/21,nosoi,A Forward Agent-Based Transmission Chain Simulator
8/17/21,ordPens,"Selection, Fusion, Smoothing and Principal Components Analysis for Ordinal Variables"
8/17/21,PoissonPCA,Poisson-Noise Corrected PCA
8/17/21,RHybridFinder,Identification of Hybrid Peptides in Immunopeptidomic Analyses
8/17/21,scDiffCom,Differential Analysis of Intercellular Communication from scRNA-Seq Data
8/17/21,tcsinvest,R API for Tinkoff Investments
8/16/21,CENFA,Climate and Ecological Niche Factor Analysis
8/16/21,censo2017,Base de Datos de Facil Acceso del Censo 2017 de Chile (2017 Chilean Census Easy Access Database)
8/16/21,forestmangr,Forest Mensuration and Management
8/16/21,ggcleveland,Implementation of Plots from Cleveland's Visualizing Data Book
8/16/21,glm.predict,Predicted Values and Discrete Changes for GLM
8/16/21,handwriter,Handwriting Analysis in R
8/16/21,helminthR,Access London Natural History Museum Host-Helminth Record Database
8/16/21,hrqglas,Group Variable Selection for Quantile and Robust Mean Regression
8/16/21,medicaldata,Data Package for Medical Datasets
8/16/21,nortsTest,Assessing Normality of Stationary Process
8/16/21,objectremover,'RStudio' Addin for Removing Objects from the Global Environment Based on Patterns and Object Type
8/16/21,predhy,Genomic Prediction of Hybrid Performance
8/16/21,protein8k,Perform Analysis and Create Visualizations of Proteins
8/16/21,qpNCA,Noncompartmental Pharmacokinetic Analysis by qPharmetra
8/16/21,ROptSpace,Matrix Reconstruction from a Few Entries
8/16/21,rwalkr,API to Melbourne Pedestrian Data
8/16/21,SBmedian,Scalable Bayes with Median of Subset Posteriors
8/16/21,stlARIMA,STL Decomposition and ARIMA Hybrid Forecasting Model
8/16/21,T4cluster,Tools for Cluster Analysis
8/16/21,TRMF,Temporally Regularized Matrix Factorization
8/16/21,vimp,Perform Inference on Algorithm-Agnostic Variable Importance
8/15/21,d3r,'d3.js' Utilities for R
8/15/21,scrobbler,Download 'Scrobbles' from 'Last.fm'
8/14/21,fuzzyRankTests,Fuzzy Rank Tests and Confidence Intervals
8/14/21,grapesAgri1,Collection of Shiny Apps for Agricultural Research Data Analysis
8/14/21,MAAPER,Analysis of Alternative Polyadenylation Using 3' End-Linked Reads
8/14/21,RApiDatetime,R API Datetime
8/14/21,UMR,Unmatched Monotone Regression
8/13/21,ADP,"Adoption Probability, Triers and Users Rate of a New Product"
8/13/21,chyper,Functions for Conditional Hypergeometric Distributions
8/13/21,CovTools,Statistical Tools for Covariance Analysis
8/13/21,graphon,A Collection of Graphon Estimation Methods
8/13/21,lavaanPlot,Path Diagrams for 'Lavaan' Models via 'DiagrammeR'
8/13/21,powdR,Full Pattern Summation of X-Ray Powder Diffraction Data
8/13/21,psr,Functions for Analyzing Performance Science Data
8/13/21,regrrr,"Toolkit for Compiling, (Post-Hoc) Testing, and Plotting Regression Results"
8/13/21,RSNNS,Neural Networks using the Stuttgart Neural Network Simulator (SNNS)
8/13/21,stochvolTMB,Likelihood Estimation of Stochastic Volatility Models
8/13/21,storywranglr,Explore Twitter Trends with the 'Storywrangler' API
8/12/21,ccTensor,CUR/CX Tensor Decomposition
8/12/21,descomponer,Seasonal Adjustment by Frequency Analysis
8/12/21,HaDeX,Analysis and Visualisation of Hydrogen/Deuterium Exchange Mass Spectrometry Data
8/12/21,ppdiag,Diagnosis and Visualizations Tools for Temporal Point Processes
8/12/21,rgexf,"Build, Import and Export GEXF Graph Files"
8/12/21,smartDesign,Sequential Multiple Assignment Randomized Trial Design
8/11/21,CARlasso,Conditional Autoregressive LASSO
8/11/21,cfdecomp,Counterfactual Decomposition: MC Integration of the G-Formula
8/11/21,materialmodifier,Apply Photo Editing Effects
8/11/21,Quandl,API Wrapper for Quandl.com
8/11/21,whoa,Evaluation of Genotyping Error in Genotype-by-Sequencing Data
8/10/21,autoMFA,Algorithms for Automatically Fitting MFA Models
8/10/21,CrossVA,Verbal Autopsy Data Transformation for InSilicoVA and InterVA5 Algorithms
8/10/21,dwdradar,Read Binary Radar Files from 'DWD' (German Weather Service)
8/10/21,forestError,A Unified Framework for Random Forest Prediction Error Estimation
8/10/21,hyperoverlap,Overlap Detection in n-Dimensional Space
8/10/21,rbiouml,Interact with BioUML Server
8/10/21,relevance,Calculate Relevance
8/10/21,ROCaggregator,Aggregate Multiple ROC Curves into One Global ROC
8/10/21,typehint,"Auto-Check Types, Dimensions, and Values of Function Arguments"
8/9/21,bigtime,Sparse Estimation of Large Time Series Models
8/9/21,ConformalSmallest,Efficient Tuning-Free Conformal Prediction
8/9/21,divseg,Calculate Diversity and Segregation Indices
8/9/21,ggrisk,Risk Score Plot for Cox Regression
8/9/21,IDSpatialStats,Estimate Global Clustering in Infectious Disease
8/9/21,insect,Informatic Sequence Classification Trees
8/9/21,joinet,Multivariate Elastic Net Regression
8/9/21,logbin,Relative Risk Regression Using the Log-Binomial Model
8/9/21,reportfactory,Lightweight Infrastructure for Handling Multiple R Markdown Documents
8/9/21,tfestimators,Interface to 'TensorFlow' Estimators
8/8/21,ADMM,Algorithms using Alternating Direction Method of Multipliers
8/8/21,BayesianLaterality,Predict Brain Asymmetry Based on Handedness and Dichotic Listening
8/8/21,dad,Three-Way / Multigroup Data Analysis Through Densities
8/8/21,exampletestr,Help for Writing Unit Tests Based on Function Examples
8/8/21,MKmisc,Miscellaneous Functions from M. Kohl
8/8/21,MKomics,Omics Data Analysis
8/8/21,RecordTest,Inference Tools in Time Series Based on Record Statistics
8/8/21,StAMPP,Statistical Analysis of Mixed Ploidy Populations
8/7/21,biotools,Tools for Biometry and Applied Statistics in Agricultural Science
8/6/21,bpnreg,Bayesian Projected Normal Regression Models for Circular Data
8/6/21,concatipede,Easy Concatenation of Fasta Sequences
8/6/21,cylcop,Circular-Linear Copulas with Angular Symmetry for Movement Data
8/6/21,droll,Analyze Roll Distributions
8/6/21,glvmfit,Methods to Assess Generalized Latent Variable Model Fit
8/6/21,gsynth,Generalized Synthetic Control Method
8/6/21,gumboot,Bootstrap Analyses of Sampling Uncertainty in Goodness-of-Fit Statistics
8/6/21,iAdapt,Two-Stage Adaptive Dose-Finding Clinical Trial Design
8/6/21,KHQ,Methods for Calculating 'KHQ' Scores and 'KHQ5D' Utility Index Scores
8/6/21,mcmcderive,Derive MCMC Parameters
8/6/21,missDiag,Comparing Observed and Imputed Values under MAR and MCAR
8/6/21,molnet,Predicting Differential Drug Response using Multi-Omics Networks
8/6/21,MultIS,Reconstruction of Clones from Integration Site Readouts and Visualization
8/6/21,plumbertableau,Turn 'Plumber' APIs into 'Tableau' Extensions
8/6/21,ProSGPV,Penalized Regression with Second-Generation P-Values
8/6/21,sprtt,Sequential Probability Ratio Tests: Using t-Statistic
8/5/21,diffeqr,"Solving Differential Equations (ODEs, SDEs, DDEs, DAEs)"
8/5/21,gss,General Smoothing Splines
8/5/21,MKdescr,Descriptive Statistics
8/5/21,PICBayes,Bayesian Models for Partly Interval-Censored Data
8/5/21,primePCA,Projected Refinement for Imputation of Missing Entries in PCA
8/5/21,R2jags,Using R to Run 'JAGS'
8/5/21,sars,Fit and Compare Species-Area Relationship Models Using Multimodel Inference
8/5/21,symphony,Efficient and Precise Single-Cell Reference Atlas Mapping
8/5/21,turboEM,"A Suite of Convergence Acceleration Schemes for EM, MM and Other Fixed-Point Algorithms"
8/4/21,changepoint.influence,Package to Calculate the Influence of the Data on a Changepoint Segmentation
8/4/21,degross,Density Estimation from GROuped Summary Statistics
8/4/21,DIGSS,Determination of Intervals Using Georeferenced Survey Simulation
8/4/21,informedSen,Sensitivity Analysis Informed by a Test for Bias
8/4/21,rbokeh,R Interface for Bokeh
8/4/21,robustcov,Collection of Robust Covariance and (Sparse) Precision Matrix Estimators
8/4/21,scPOP,Metrics for Benchmarking scRNA-Seq Batch Correction
8/3/21,do,Data Operator
8/3/21,HMMextra0s,Hidden Markov Models with Extra Zeros
8/3/21,locpolExpectile,Local Polynomial Expectile Regression
8/3/21,mixtur,Modelling Continuous Report Visual Short-Term Memory Studies
8/3/21,neonstore,NEON Data Store
8/3/21,ozmaps,Australia Maps
8/3/21,refitME,Measurement Error Modelling using MCEM
8/3/21,rgdax,Wrapper for 'Coinbase Pro (erstwhile GDAX)' Cryptocurrency Exchange
8/3/21,smmR,"Simulation, Estimation and Reliability of Semi-Markov Models"
8/2/21,arpr,Advanced R Pipes
8/2/21,bettermc,Enhanced Fork-Based Parallelization
8/2/21,BlanketStatsments,Build and Compare Statistical Models
8/2/21,CINmetrics,Calculate Chromosomal Instability Metrics
8/2/21,conserveR,Identifying Conservation Prioritization Methods Based on Data Availability
8/2/21,fanplot,Visualisation of Sequential Probability Distributions Using Fan Charts
8/2/21,GIplot,Gaussian Interval Plot (GIplot)
8/2/21,gsrs,A Group-Specific Recommendation System
8/2/21,mactivate,Multiplicative Activation
8/2/21,RcppFarmHash,Interface to the Google 'FarmHash' Family of Hash Functions
8/2/21,regioncode,Convert Region Names and Division Codes of China Over Years
8/2/21,tab,Create Summary Tables for Statistical Reports
8/2/21,tidycat,Expand Tidy Output for Categorical Parameter Estimates
8/2/21,VulnToolkit,Analysis of Tidal Datasets
8/1/21,colourvision,Colour Vision Models
7/31/21,critpath,Setting the Critical Path
7/31/21,LHD,Latin Hypercube Designs (LHDs)
7/31/21,mob,Monotonic Optimal Binning
7/31/21,ProjectTemplate,Automates the Creation of New Statistical Analysis Projects
7/31/21,shinyToastify,Pretty Notifications for 'Shiny'
7/30/21,bndovb,Bounding Omitted Variable Bias Using Auxiliary Data
7/30/21,gimms,Download and Process GIMMS NDVI3g Data
7/30/21,mcvis,Multi-Collinearity Visualization
7/30/21,mvoutlier,Multivariate Outlier Detection Based on Robust Methods
7/30/21,ThresholdROC,Optimum Threshold Estimation
7/29/21,dPCP,Automated Analysis of Multiplex Digital PCR Data
7/29/21,fRLR,Fit Repeated Linear Regressions
7/29/21,LSTS,Locally Stationary Time Series
7/29/21,opitools,Analyzing the Opinions in a Big Text Document
7/29/21,RblDataLicense,R Interface to 'Bloomberg Data License'
7/29/21,Rilostat,ILO Open Data via Ilostat Bulk Download Facility or SDMX Web Service
7/29/21,solitude,An Implementation of Isolation Forest
7/28/21,bdrc,Bayesian Discharge Rating Curves
7/28/21,covid19italy,The 2019 Novel Coronavirus COVID-19 (2019-nCoV) Italy Dataset
7/28/21,deepNN,Deep Learning
7/28/21,findInGit,Find Pattern in Files of All Branches of a 'git' Repository
7/28/21,gllvm,Generalized Linear Latent Variable Models
7/28/21,kindisperse,Simulate and Estimate Close-Kin Dispersal Kernels
7/28/21,LFApp,Shiny Apps for Lateral Flow Assays
7/28/21,mgsub,"Safe, Multiple, Simultaneous String Substitution"
7/28/21,OptCirClust,"Circular, Periodic, or Framed Data Clustering: Fast, Optimal, and Reproducible"
7/28/21,predfairness,Discrimination Mitigation for Machine Learning Models
7/28/21,tldr,T Loux Doing R: Functions to Simplify Data Analysis and Reporting
7/27/21,changepointTests,Change Point Tests for Joint Distributions and Copulas
7/27/21,pixarfilms,Pixar Films and Achievements
7/27/21,ShapleyValue,Shapley Value Regression for Relative Importance of Attributes
7/27/21,vioplot,Violin Plot
7/26/21,alfred,Downloading Time Series from ALFRED Database for Various Vintages
7/26/21,auditor,"Model Audit - Verification, Validation, and Error Analysis"
7/26/21,codalm,Transformation-Free Linear Regression for Compositional Outcomes and Predictors
7/26/21,cuml4r,R Interface for the RAPIDS cuML Suite of Libraries
7/26/21,DMtest,Differential Methylation Tests (DMtest)
7/26/21,grpreg,Regularization Paths for Regression Models with Grouped Covariates
7/26/21,GWRM,Generalized Waring Regression Model for Count Data
7/26/21,lpl,Local Partial Likelihood Estimation and Simultaneous Confidence Band
7/26/21,maxLik,Maximum Likelihood Estimation and Related Tools
7/26/21,ModTools,Tools for Building Regression and Classification Models
7/26/21,ONEST,Observers Needed to Evaluate Subjective Tests
7/26/21,proffer,Profile R Code and Visualize with 'Pprof'
7/26/21,pryr,Tools for Computing on the Language
7/26/21,SOMEnv,SOM Algorithm for the Analysis of Multivariate Environmental Data
7/25/21,edmdata,Data Sets for Psychometric Modeling
7/24/21,genius,Easily Access Song Lyrics from Genius.com
7/24/21,jpeg,Read and write JPEG images
7/24/21,OpenCL,Interface allowing R to use OpenCL
7/24/21,searcher,Query Search Interfaces
7/24/21,utf8,Unicode Text Processing
7/23/21,AntMAN,Anthology of Mixture Analysis Tools
7/23/21,connectwidgets,Organize and Curate Your Content Within 'RStudio Connect'
7/23/21,DSAIDE,Dynamical Systems Approach to Infectious Disease Epidemiology (Ecology/Evolution)
7/23/21,fastmatch,Fast 'match()' Function
7/23/21,gds,Descriptive Statistics of Grouped Data
7/23/21,ggtern,"An Extension to 'ggplot2', for the Creation of Ternary Diagrams"
7/23/21,H2x2Factorial,Sample Size Calculation in Hierarchical 2x2 Factorial Trials
7/23/21,iotools,I/O Tools for Streaming
7/23/21,wavScalogram,Wavelet Scalogram Tools for Time Series Analysis
7/22/21,AovBay,"Classic, Nonparametric and Bayesian One-Way Analysis of Variance Panel"
7/22/21,GARCHSK,Estimating a GARCHSK Model and GJRSK Model
7/22/21,Lock5Data,"Datasets for ""Statistics: UnLocking the Power of Data"""
7/22/21,mapping,"Automatic Download, Linking, Manipulating Coordinates for Maps"
7/22/21,NPCirc,Nonparametric Circular Methods
7/22/21,pathlit,An SDK for the PathLit Engine
7/22/21,powerEQTL,Power and Sample Size Calculation for Bulk Tissue and Single-Cell eQTL Analysis
7/22/21,RMBC,Robust Model Based Clustering
7/22/21,SSLR,"Semi-Supervised Classification, Regression and Clustering Methods"
7/22/21,treasuryTR,Generate Treasury Total Returns from Yield Data
7/22/21,UScensus2010,US Census 2010 Suite of R Packages
7/21/21,InterVA5,Replicate and Analyse 'InterVA5'
7/21/21,MGBT,Multiple Grubbs-Beck Low-Outlier Test
7/21/21,MSG,Data and Functions for the Book Modern Statistical Graphics
7/21/21,nmaINLA,Network Meta-Analysis using Integrated Nested Laplace Approximations
7/21/21,rKOMICS,Minicircle Sequence Cluster (MSC) Analyses
7/21/21,ScottKnott,The ScottKnott Clustering Algorithm
7/21/21,tau,Text Analysis Utilities
7/20/21,agricolaeplotr,Visualization of Design of Experiments from the 'agricolae' Package
7/20/21,arctools,Processing and Physical Activity Summaries of Minute Level Activity Data
7/20/21,benford,Benford's Analysis on Large Data Sets
7/20/21,dbMC,Confidence Interval for Matrix Completion via De-Biased Estimator
7/20/21,earth,Multivariate Adaptive Regression Splines
7/20/21,HEDA,'Hydropeaking Events Detection Algorithm'
7/20/21,lax,Loglikelihood Adjustment for Extreme Value Models
7/20/21,pkgKitten,Create Simple Packages Which Do not Upset R Package Checks
7/20/21,romic,R for High-Dimensional Omic Data
7/20/21,shinyauthr,'Shiny' Authentication Modules
7/20/21,sivs,Stable Iterative Variable Selection
7/20/21,Temporal,Parametric Time to Event Analysis
7/20/21,tmplate,Code Generation Based on Templates
7/19/21,BAwiR,Analysis of Basketball Data
7/19/21,cns,Color Naming System
7/19/21,DDD,Diversity-Dependent Diversification
7/19/21,doseminer,Extract Drug Dosages from Free-Text Prescriptions
7/19/21,kinematics,Studying Sampled Trajectories
7/19/21,pglm,Panel Generalized Linear Models
7/19/21,survey,Analysis of Complex Survey Samples
7/18/21,polyMatrix,Infrastructure for Manipulation Polynomial Matrices
7/18/21,stmgp,Rapid and Accurate Genetic Prediction Modeling for Genome-Wide Association or Whole-Genome Sequencing Study Data
7/17/21,CKMRpop,Forward-in-Time Simulation and Tallying of Pairwise Relationships
7/17/21,comsimitv,Flexible Framework for Simulating Community Assembly
7/17/21,liGP,Locally Induced Gaussian Process Regression
7/17/21,orders,Sampling from k-th Order Statistics of New Families of Distributions
7/17/21,penfa,Single- And Multiple-Group Penalized Factor Analysis
7/17/21,RIA,Radiomics Image Analysis Toolbox for Medial Images
7/17/21,RstoxData,Tools to Read and Manipulate Fisheries Data
7/17/21,spectre,Predict Regional Community Composition
7/17/21,ttdo,Extend 'tinytest' with 'diffobj'
7/16/21,bayesbr,Beta Regression on a Bayesian Model
7/16/21,bikm1,Co-Clustering Adjusted Rand Index and Bikm1 Procedure for Contingency and Binary Data-Sets
7/16/21,ClassDiscovery,"Classes and Methods for ""Class Discovery"" with Microarrays or Proteomics"
7/16/21,deepredeff,Deep Learning Prediction of Effectors
7/16/21,GMMAT,Generalized Linear Mixed Model Association Tests
7/16/21,growfunctions,Bayesian Non-Parametric Dependent Models for Time-Indexed Functional Data
7/16/21,MNLpred,Simulated Predicted Probabilities for Multinomial Logit Models
7/16/21,PhenotypeSimulator,Flexible Phenotype Simulation from Different Genetic and Noise Models
7/16/21,secsse,Several Examined and Concealed States-Dependent Speciation and Extinction
7/16/21,yum,Utilities to Extract and Process 'YAML' Fragments
7/15/21,bootPLS,Bootstrap Hyperparameter Selection for PLS Models and Extensions
7/15/21,discord,Functions for Discordant Kinship Modeling
7/15/21,hydroEvents,Extract Event Statistics in Hydrologic Time Series
7/15/21,ICDS,Identification of Cancer Dysfunctional Subpathway with Omics Data
7/15/21,parqr,Read in Multi-Part Parquet Files
7/15/21,plinkQC,Genotype Quality Control with 'PLINK'
7/15/21,RobKF,Innovative and/or Additive Outlier Robust Kalman Filtering
7/15/21,Rsgf,SGF (Smart Game File) File Format Import
7/15/21,SEofM,Standard Error of Measurement
7/15/21,simpleRCache,Simple R Cache
7/14/21,cmna,Computational Methods for Numerical Analysis
7/14/21,covglasso,Sparse Covariance Matrix Estimation
7/14/21,EpiCurve,Plot an Epidemic Curve
7/14/21,FeatureTerminatoR,Feature Selection Engine to Remove Features with Minimal Predictive Power
7/14/21,GFDsurv,Tests for Survival Data in General Factorial Designs
7/14/21,MisRepARMA,Misreported Time Series Analysis
7/14/21,peRspective,Interface to the 'Perspective' API
7/14/21,readtext,Import and Handling for Plain and Formatted Text Files
7/14/21,sever,Customise 'Shiny' Disconnected Screens and Error Messages
7/14/21,SOP,Generalised Additive P-Spline Regression Models Estimation
7/13/21,abglasso,Adaptive Bayesian Graphical Lasso
7/13/21,collpcm,Collapsed Latent Position Cluster Model for Social Networks
7/13/21,cubicBsplines,Computation of a Cubic B-Spline Basis and Its Derivatives
7/13/21,esDesign,Adaptive Enrichment Designs with Sample Size Re-Estimation
7/13/21,flexmet,Flexible Latent Trait Metrics using the Filtered Monotonic Polynomial Item Response Model
7/13/21,MIIVsem,Model Implied Instrumental Variable (MIIV) Estimation of Structural Equation Models
7/13/21,MPTinR,Analyze Multinomial Processing Tree Models
7/13/21,natcpp,Fast C++ Primitives for the 'NeuroAnatomy Toolbox'
7/13/21,PhotosynQ,Connect to PhotosynQ
7/13/21,pullword,R Interface to Pullword Service
7/13/21,rater,Statistical Models of Repeated Categorical Rating Data
7/13/21,tRnslate,Translate R Code in Source Files
7/12/21,aftgee,Accelerated Failure Time Model with Generalized Estimating Equations
7/12/21,AnnoProbe,Annotate the Gene Symbols for Probes in Expression Array
7/12/21,DA,Discriminant Analysis for Evolutionary Inference
7/12/21,EQUIVNONINF,Testing for Equivalence and Noninferiority
7/12/21,genSEIR,Predict Epidemic Curves with Generalized SEIR Modeling
7/12/21,HeritSeq,Heritability of Gene Expression for Next-Generation Sequencing
7/12/21,librarian,"Install, Update, Load Packages from CRAN, 'GitHub', and 'Bioconductor' in One Step"
7/12/21,magickGUI,GUI Tools for Interactive Image Processing with 'magick'
7/12/21,minimaxdesign,Minimax and Minimax Projection Designs
7/12/21,nomclust,Hierarchical Cluster Analysis of Nominal Data
7/12/21,OceanView,Visualisation of Oceanographic Data and Model Output
7/12/21,polypharmacy,Calculate Several Polypharmacy Indicators
7/12/21,potools,Tools for Internationalization and Portability in R Packages
7/12/21,PRISMA2020,Make Interactive 'PRISMA' Flow Diagrams
7/12/21,zonebuilder,Create and Explore Geographic Zoning Systems
7/11/21,keys,Keyboard Shortcuts for 'shiny'
7/11/21,phonics,Phonetic Spelling Algorithms
7/11/21,RBMRB,BMRB Data Access and Visualization
7/11/21,shinysurveys,Create and Deploy Surveys in 'Shiny'
7/11/21,smam,Statistical Modeling of Animal Movements
7/10/21,deepdive,Deep Learning for General Purpose
7/10/21,LindleyPowerSeries,Lindley Power Series Distribution
7/10/21,mplot,Graphical Model Stability and Variable Selection Procedures
7/10/21,portfolio,Analysing Equity Portfolios
7/10/21,RPtests,Goodness of Fit Tests for High-Dimensional Linear Regression Models
7/10/21,tsBSS,Blind Source Separation and Supervised Dimension Reduction for Time Series
7/9/21,AzureContainers,"Interface to 'Container Instances', 'Docker Registry' and 'Kubernetes' in 'Azure'"
7/9/21,beans,Data on Dried Beans
7/9/21,ch,About some Small Functions
7/9/21,fastOnlineCpt,Online Multivariate Changepoint Detection
7/9/21,geovol,Geopolitical Volatility (GEOVOL) Modelling
7/9/21,LaplacesDemon,Complete Environment for Bayesian Inference
7/9/21,mase,Model-Assisted Survey Estimators
7/9/21,maxnet,Fitting 'Maxent' Species Distribution Models with 'glmnet'
7/9/21,NHSDataDictionaRy,NHS Data Dictionary Toolset for NHS Lookups
7/9/21,RamanMP,Analysis and Identification of Raman Spectra of Microplastics
7/9/21,SeqNet,Generate RNA-Seq Data from Gene-Gene Association Networks
7/9/21,twoxtwo,Work with Two-by-Two Tables
7/9/21,warabandi,Roster Generation of Turn for Weekdays:'warabandi'
7/8/21,bigassertr,Assertion and Message Functions
7/8/21,ColorNameR,Give Colors a Name
7/8/21,googledrive,An Interface to Google Drive
7/8/21,hetGP,Heteroskedastic Gaussian Process Modeling and Design under Replication
7/8/21,i2extras,Functions to Work with 'incidence2' Objects
7/8/21,MSMwRA,Multivariate Statistical Methods with R Applications
7/8/21,qicharts2,Quality Improvement Charts
7/7/21,ctf,Read and Write Column Text Format (CTF)
7/7/21,naspaclust,Nature-Inspired Spatial Clustering
7/7/21,pense,Penalized Elastic Net S/MM-Estimator of Regression
7/7/21,Qapprox,Approximation to the Survival Functions of Quadratic Forms of Gaussian Variables
7/7/21,revpref,Tools for Computational Revealed Preference Analysis
7/7/21,sdmApp,A User-Friendly Application for Species Distribution Modeling
7/7/21,topologyGSA,Gene Set Analysis Exploiting Pathway Topology
7/7/21,weed,Wrangler for Emergency Events Database
7/6/21,adepro,A 'shiny' Application for the (Audio-)Visualization of Adverse Event Profiles
7/6/21,bagged.outliertrees,Robust Explainable Outlier Detection Based on OutlierTree
7/6/21,DecomposeR,Empirical Mode Decomposition for Cyclostratigraphy
7/6/21,EPX,Ensemble of Phalanxes
7/6/21,ggnetwork,Geometries to Plot Networks with 'ggplot2'
7/6/21,jackalope,"A Swift, Versatile Phylogenomic and High-Throughput Sequencing Simulator"
7/6/21,LogicReg,Logic Regression
7/6/21,npwbs,Nonparametric Multiple Change Point Detection Using WBS
7/6/21,r2r,R-Object to R-Object Hash Maps
7/6/21,sptotal,Predicting Totals and Weighted Sums from Spatial Data
7/6/21,tidycomm,Data Modification and Analysis for Communication Research
7/6/21,tinytest,Lightweight and Feature Complete Unit Testing Framework
7/5/21,BaseSet,Working with Sets the Tidy Way
7/5/21,EpiReport,Epidemiological Report
7/5/21,GMDHreg,Regression using GMDH Algorithms
7/5/21,ltmix,"Left-Truncated Mixtures of Gamma, Weibull, and Lognormal Distributions"
7/5/21,mc2d,Tools for Two-Dimensional Monte-Carlo Simulations
7/5/21,newFocus,True Discovery Guarantee by Combining Partial Closed Testings
7/5/21,NO.PING.PONG,Incorporating Previous Findings When Evaluating New Data
7/5/21,ODataQuery,Querying on 'OData'
7/5/21,oxcAAR,Interface to 'OxCal' Radiocarbon Calibration
7/5/21,r02pro,R Programming: Zero to Pro
7/5/21,RISmed,Download Content from NCBI Databases
7/5/21,ShellChron,Builds Chronologies from Oxygen Isotope Profiles in Shells
7/5/21,sift,Intelligently Peruse Data
7/5/21,SlaPMEG,Pathway Testing for Longitudinal Omics
7/4/21,bootES,Bootstrap Confidence Intervals on Effect Sizes
7/4/21,hpa,Distributions Hermite Polynomial Approximation
7/4/21,leafR,Calculates the Leaf Area Index (LAD) and Other Related Functions
7/4/21,learnrbook,"Datasets and Code Examples from P. J. Aphalo's ""Learn R"" Book"
7/4/21,rsqliteadmin,A GUI to Manage SQLite Databases
7/3/21,readobj,Fast Reader for 'Wavefront' OBJ 3D Scene Files
7/2/21,acumos,'Acumos' R Interface
7/2/21,BTM,Biterm Topic Models for Short Text
7/2/21,interactions,"Comprehensive, User-Friendly Toolkit for Probing Interactions"
7/2/21,PeakError,Compute the Label Error of Peak Calls
7/2/21,word2vec,Distributed Representations of Words
7/1/21,BOSO,Bilevel Optimization Selector Operator
7/1/21,bsub,Submitter and Monitor of the 'LSF Cluster'
7/1/21,CICA,Clusterwise Independent Component Analysis
7/1/21,DRHotNet,Differential Risk Hotspots in a Linear Network
7/1/21,EuclideanSD,An Euclidean View of Center and Spread
7/1/21,lolog,Latent Order Logistic Graph Models
7/1/21,SAM,Sparse Additive Modelling
7/1/21,sftrack,Modern Classes for Tracking and Movement Data
7/1/21,ShinyQuickStarter,'RStudio' Addin for Building Shiny Apps per Drag & Drop
7/1/21,slider,Sliding Window Functions
7/1/21,sparsediscrim,Sparse and Regularized Discriminant Analysis
7/1/21,yaConsensus,Consensus Clustering of Omic Data
6/30/21,ciu,Contextual Importance and Utility
6/30/21,ergMargins,Process Analysis for Exponential Random Graph Models
6/30/21,flipdownWidgets,A Wrapper of JavaScript Library 'flipdown.js'
6/30/21,huge,High-Dimensional Undirected Graph Estimation
6/30/21,hwsdr,Interface to the 'HWSD' Web Services
6/30/21,lfmm,Latent Factor Mixed Models
6/30/21,MVN,Multivariate Normality Tests
6/30/21,pasadr,An Implementation of Process-Aware Stealthy Attack Detection(PASAD)
6/30/21,ProbitSpatial,"Probit with Spatial Dependence, SAR, SEM and SARAR Models"
6/30/21,snap,Simple Neural Application
6/30/21,xpose,Diagnostics for Pharmacometric Models
6/30/21,ZVCV,Zero-Variance Control Variates
6/29/21,ampir,Predict Antimicrobial Peptides
6/29/21,canvasXpress.data,Datasets for the 'canvasXpress' Package
6/29/21,epcc,Simulating Populations of Ectotherms under Global Warming
6/29/21,EpiILMCT,Continuous Time Distance-Based and Network-Based Individual Level Models for Epidemics
6/29/21,ezEDA,Task Oriented Interface for Exploratory Data Analysis
6/29/21,flatness,Indices and Tests for Assessing the Flatness of (Rank) Histograms
6/29/21,ggvenn,Draw Venn Diagram by 'ggplot2'
6/29/21,kdpee,Fast Multidimensional Entropy Estimation by k-d Partitioning
6/29/21,msig,An R Package for Exploring Molecular Signatures Database
6/29/21,multicool,Permutations of Multisets in Cool-Lex Order
6/29/21,RHRT,Heart Rate Turbulence Analysis
6/28/21,adoptr,Adaptive Optimal Two-Stage Designs in R
6/28/21,aSPU,Adaptive Sum of Powered Score Test
6/28/21,fastLaplace,A Fast Laplace Method for Spatial Generalized Linear Mixed Model
6/28/21,parallelMap,Unified Interface to Parallelization Back-Ends
6/28/21,SAMTx,Sensitivity Assessment to Unmeasured Confounding with Multiple Treatments
6/28/21,serrsBayes,Bayesian Modelling of Raman Spectroscopy
6/28/21,textmineR,Functions for Text Mining and Topic Modeling
6/28/21,TideCurves,Analysis and Prediction of Tides
6/28/21,ugomquantreg,Quantile Regression Modeling for Unit-Gompertz Responses
6/28/21,ungroup,Penalized Composite Link Model for Efficient Estimation of Smooth Distributions from Coarsely Binned Data
6/27/21,sEparaTe,Maximum Likelihood Estimation and Likelihood Ratio Test Functions for Separable Variance-Covariance Structures
6/27/21,tkRplotR,Display Resizable Plots
6/26/21,basictabler,Construct Rich Tables for Output to 'HTML'/'Excel'
6/26/21,LSMRealOptions,Value American and Real Options Through LSM Simulation
6/26/21,SurvHiDim,High Dimensional Survival Data Analysis
